HMDB	Compound.Name	Pipe.ID	Tau.Method	Z.Transformation	HAKN.Adjustment	N.Datasets	N.Healthy.Datasets	N.Disease.Datasets	Overall.Predictability.rho	Overall.Lower.Predictability.rho	Overall.Upper.Predictability.rho	Overall.Pval.rho	Overall.Lower.pred.interval	Overall.Upper.pred.interval	Overall.Q	Overall.Pval.Q	Overall.I2	Overall.Lower.I2	Overall.Upper.I2	Healthy.rho	Healthy.rho.lower.ci	Healthy.rho.upper.ci	Healthy.Pval	Healthy.I2	Disease.rho	Disease.rho.lower.ci	Disease.rho.upper.ci	Disease.Pval	Disease.I2	Between.Subgroups.Q	Between.Subgroups.Pval	Overall.FDR.rho	Healthy.FDR	Disease.FDR	Between.Subgroups.FDR
HMDB0000925	Trimethylamine N-oxide	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	4	3	0.186378535034877	0.0808513220897896	0.287773731356695	0.000589197962215866	-0.108015588776047	0.48518105982978	12.3574843455859	0.0544527286512746	0.514464284784371	0	0.793663619140911	0.200347885402044	0.021	0.367	0.0289790521325427	0.6	0.167460725982732	0.02	0.308	0.0265253373001363	0.56	0.0801623216162711	0.777077558040653	0.000967339937966348	0.0430234539703903	0.0396977837144897	0.971071157456726
HMDB0000259	Serotonin	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	4	3	0.104194209765152	-0.0777191416072125	0.279393114719836	0.261275762322877	-0.471957887884995	0.681105376382424	22.3131502736021	0.00106238592719886	0.731100273765539	0.421956598141939	0.874910668409077	0.124716999107626	-0.006	0.251	0.061183180211557	0	0.0741944505322779	-0.322	0.449	0.721425849850091	0.9	0.0543327229120072	0.815688563685608	0.276349363995351	0.0796467434706659	0.745134680596338	0.971071157456726
HMDB0000679	Homocitrulline	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.365657393337634	0.283807146265703	0.44221756793634	0.000000000000000230322869627628	0.253666240661671	0.513135760325796	4.46390434864939	0.48472739039645	0	0	0.715771625285496	0.360287811477496	0.236	0.473	0.0000000647330798915465	0.01	0.364522506709787	0.237	0.48	0.000000102511424044585	0.18	0.00237075722642546	0.961166008699459	0.00000000000000220308831817731	0.000000491078537108284	0.000000536964602138303	0.989421412154653
HMDB0000086	Glycerophosphocholine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	3	4	0.123464788294391	-0.0878604389792956	0.324155379404057	0.251672524567069	-0.60011134050607	0.848307213922827	44.9068746603084	0.000000048839127161624	0.866390167532563	0.746511556719627	0.929576326632644	0.0392605386149422	-0.414	0.477	0.87260106204627	0.92	0.183980508475875	-0.039	0.39	0.105439948816426	0.81	0.294405827802123	0.587410907390204	0.2674780454336	0.880606576376969	0.138076123450081	0.971071157456726
HMDB0000050	Adenosine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	10	5	5	0.131642158672489	-0.0339423386887921	0.290192624072312	0.118775399655889	-0.453295397030693	0.718116602273645	54.5139765469387	0.000000015072844685737	0.834904724071071	0.711339377459604	0.90557614026404	0.251323147223752	0.012	0.463	0.0398661731453735	0.83	0.0101549687400817	-0.224	0.243	0.933331177821432	0.84	2.00454829297482	0.156828003365267	0.130652939621478	0.055863427337466	0.941893849177592	0.971071157456726
HMDB0001406	Niacinamide	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	10	5	5	0.228163749663722	0.0772134045668668	0.368888253848198	0.00329271719445272	-0.304283384553423	0.768786414439641	47.0349263259338	0.000000386630346277047	0.808652830927522	0.657809364376152	0.893001925533991	0.31254407460586	0.147	0.461	0.000307483723067007	0.67	0.129126093299696	-0.135	0.376	0.337451636927331	0.87	1.42090626744662	0.233254293501199	0.00458479609354176	0.000966377415353452	0.374946263252591	0.971071157456726
HMDB0000898	1-Methylhistamine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.202556662365659	0.0499386455068681	0.345930929824202	0.00959021231816109	-0.271187327351903	0.681981666545545	14.7761516584174	0.0113628776623715	0.661616900287316	0.190891320261022	0.858482395457551	0.162175655976457	-0.005	0.321	0.057590883979509	0.32	0.236648802507045	-0.019	0.463	0.0691010596585584	0.77	0.240535715907989	0.623819460018418	0.0120562669142597	0.0758682303921675	0.094423808229086	0.971071157456726
HMDB0000089	Cytidine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	10	5	5	0.300589413069126	0.176021808928602	0.415681925102523	0.00000432277848717884	-0.127536856313984	0.747871730003483	33.9956856059371	0.000089477884296487	0.73526052381105	0.502007208874676	0.859261034493245	0.345589790384444	0.14	0.523	0.00129747571477455	0.79	0.253965402915829	0.099	0.397	0.00151044238238242	0.65	0.527509672401021	0.467655730664048	0.0000105667918575483	0.00313675447527914	0.00304859930389113	0.971071157456726
HMDB0006029	N-Acetylglutamine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	4	3	0.0793111228271656	-0.0601665824081906	0.215751085746185	0.2648834778807	-0.331898114237729	0.490854212226281	15.1499966892013	0.0191216172384322	0.60396030949124	0.0919927530867382	0.827261911189067	0.0811380200321693	-0.128	0.284	0.448262669491193	0.67	0.0807726760102106	-0.141	0.295	0.476084724266751	0.65	0.00000554212712844089	0.998121644018567	0.2774969768274	0.488206867762686	0.510920191896025	0.998121644018567
HMDB0013253	N-Acetylhistamine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	3	4	0.375330985451199	0.204297093072695	0.524128453906344	0.0000367317973519234	-0.230410431842354	1.01963819692799	34.7423897719245	0.00000483409991701722	0.827300308372896	0.657130895042078	0.913012916425477	0.415528035035086	0.065	0.675	0.0216586118460588	0.87	0.344936388721716	0.11	0.544	0.00471938528701655	0.85	0.127974785150115	0.720541162031806	0.0000721517447984209	0.0335555958178375	0.00851036691101344	0.971071157456726
HMDB0001149	5-Aminolevulinic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.139883424888111	-0.147921785169499	0.405846341587277	0.340981996090671	-0.88441097897424	1.16602432374707	53.2900509726108	0.000000000293232684577322	0.90617385593101	0.8232548493434	0.950191870735062	0.130959877005618	-0.338	0.548	0.593612792925544	0.91	0.148062578949145	-0.322	0.56	0.54497900883545	0.93	0.00250091560686336	0.960115092633214	0.352187977182852	0.621880068779141	0.573662114563632	0.989421412154653
HMDB0003459	D-Alanyl-D-alanine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	3	4	0.213352782593266	0.103366003754628	0.318184946365164	0.000169823291442135	-0.0696776097508611	0.503040425784495	10.2977737353379	0.112659332216619	0.417349792857618	0	0.75507961355911	0.239183317546648	0.115	0.356	0.000196799822801349	0	0.181813370895974	-0.023	0.372	0.081244561794457	0.68	0.233974867794082	0.628592059381175	0.000308769620803883	0.00065599940933783	0.107673515631208	0.971071157456726
HMDB0002024	Imidazoleacetic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	8	4	4	0.225119585544134	0.139790802753578	0.307129485345516	0.000000373026544779455	0.0236326887382747	0.434452336808946	10.3152913313569	0.171399086823974	0.321395802101964	0	0.698541143406547	0.293646225288415	0.128	0.444	0.00065642915511106	0.56	0.168357612086999	0.079	0.255	0.000239522582634237	0	1.75298276420514	0.185502196346449	0.0000010657901279413	0.00182803055853713	0.000592078294152048	0.971071157456726
HMDB0000206	N6-Acetyl-L-lysine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	10	5	5	0.165784511841208	0.0190165282853229	0.305558350265441	0.0270148168869998	-0.340766712860926	0.675424504878365	43.0099138594018	0.00000214659420240819	0.790745918966015	0.620571955027593	0.884596642210351	0.218226372373474	-0.01	0.424	0.0602716947688919	0.81	0.116803959022593	-0.1	0.323	0.289639566737801	0.81	0.416193706198299	0.518842447287832	0.0321257281899457	0.0789272193402156	0.328457240630496	0.971071157456726
HMDB0001185	S-Adenosylmethionine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.288583781610414	0.122048312476766	0.43931494940235	0.000841521180279377	-0.26046263116147	0.854504024629278	18.6676567169677	0.00221618223834415	0.732157063106088	0.385662059754002	0.883224144002519	0.346526574171733	0.072	0.572	0.0142771295011397	0.75	0.221390303544213	-0.061	0.471	0.12300948391142	0.81	0.431777261436007	0.51111815931155	0.00128565735876016	0.0245388163300839	0.154640494060071	0.971071157456726
HMDB0001257	Spermidine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	9	5	4	0.117110361740593	-0.00155438275295192	0.232522758402469	0.0530631344175841	-0.245903129571185	0.481203517867172	22.2932071805001	0.00440070019890713	0.641146294688473	0.265504262057384	0.824674296713382	0.0919388703834535	-0.141	0.315	0.439269491779833	0.79	0.161840939965454	0.072	0.249	0.000418021990893549	0	0.30895171126092	0.578324170656923	0.061119840690411	0.483196440957816	0.000988869225769685	0.971071157456726
HMDB0000802	Pterin	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	4	3	0.143240885910937	0.0596618074217705	0.224825589357378	0.000821477623113763	0.0334071434703314	0.255058448270749	2.39195518303593	0.880358225811677	0	0	0.267762255150469	0.15379157388611	0.04	0.264	0.00851833633775553	0	0.131046156208637	0.008	0.25	0.0371595848380593	0	0.0721403548237161	0.788245542672466	0.00127271181045794	0.0156169499525518	0.05343208277368	0.971071157456726
HMDB0001565	Phosphorylcholine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.119306424517	-0.0288678835712495	0.262350206594038	0.114222139652541	-0.361015525230551	0.600770282872569	18.3850212691897	0.00250063091755356	0.728039476985583	0.374455402559031	0.881762984796212	0.207544782973831	0.087	0.322	0.00078292411052553	0.15	0.0038985263077815	-0.275	0.282	0.97871129490843	0.85	1.69042374041958	0.193545120281621	0.126275732279191	0.00215304130394521	0.97871129490843	0.971071157456726
HMDB0000759	Glycylleucine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	3	4	0.217692253143871	0.0260009170581849	0.393942105036646	0.0263469843385132	-0.443793888038982	0.886258437347269	40.3427674788886	0.000000390045864846022	0.851274456985634	0.712474164087437	0.923070262278467	0.260205943451602	-0.008	0.494	0.0574115697814323	0.83	0.179878459687318	-0.137	0.464	0.265389798703703	0.89	0.154092155513765	0.694655024363558	0.0315018291003962	0.0758682303921675	0.302516868988678	0.971071157456726
HMDB0011756	N-Acetylleucine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	8	4	4	0.0688311934121625	-0.019866857847572	0.156454240410981	0.128144590827967	-0.145949184203007	0.283829593676468	10.8933212841659	0.143340460743824	0.357404429980882	0	0.715880688369013	0.05823456049119	-0.098	0.212	0.465768963495712	0.59	0.0727266232923413	-0.033	0.177	0.178367290716048	0.13	0.0227303893872094	0.880160300818029	0.139563415753232	0.502299862593414	0.213265238899622	0.982800499379551
HMDB0060493	N-Acetylmuramate	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	3	4	0.164039397495485	0.00454265548078073	0.315396960252209	0.0438765880938897	-0.360540079337149	0.691610067917896	27.1664676220363	0.000134769464787039	0.779139486094502	0.541671023582488	0.893571279337649	0.0335509565280743	-0.105	0.171	0.636476517598893	0.35	0.264921580133221	0.018	0.482	0.0360160597648676	0.83	2.59504654235803	0.107198290412031	0.0514648462072019	0.660494499395078	0.0524737294587475	0.971071157456726
HMDB0011757	N-Acetylvaline	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	3	4	0.227854809058065	0.109902858099726	0.339478232469189	0.00018481836837031	-0.12605332101364	0.589904585554586	15.3650364103001	0.017599859670418	0.609503040553953	0.106578670904793	0.829321429463704	0.26213502619	0.082	0.426	0.0047147548771609	0.64	0.196962911007342	0.012	0.369	0.0369836343641607	0.68	0.260662343786322	0.609665480551886	0.00033056943936153	0.00960413030532775	0.05343208277368	0.971071157456726
HMDB0000857	Pimelic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.490963901234977	0.360925504165652	0.602275044464361	0.0000000000390144389950922	0.0116005643318037	1.06305860404119	21.1473607424453	0.000759737307527934	0.763563876320302	0.470234884145349	0.894477686605512	0.545454128677474	0.34	0.701	0.00000338105751884688	0.81	0.432775005813199	0.23	0.6	0.0000763978321632854	0.77	0.710677040864618	0.399219142334848	0.000000000238421571636674	0.0000172984338173561	0.000215481065075933	0.971071157456726
HMDB0001545	Pyridoxal	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.163281468653852	0.0474626641208896	0.274768111933111	0.00588900249262163	-0.178745647341125	0.508258058863415	11.5437718531234	0.0416031480614519	0.566866006742229	0	0.825403047509075	0.229696923413709	0.036	0.407	0.0203687273784441	0.68	0.0809197007698903	-0.018	0.178	0.108804515195409	0	1.83430316966532	0.175620120995344	0.00780470209865517	0.0322382735486165	0.141639013863847	0.971071157456726
HMDB0003072	Quinic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	8	4	4	0.185170467294612	0.118288418433343	0.250379983211019	0.0000000827233990238621	0.101829464542433	0.272833503899128	5.35528381946824	0.61669180170077	0	0	0.576206208194273	0.172389815782771	0.065	0.276	0.00171542349594879	0.16	0.194655412483417	0.102	0.284	0.0000433922017738984	0	0.0981530873630319	0.754057360386315	0.000000284361684144526	0.0038919332804894	0.00012900384311159	0.971071157456726
HMDB0000279	Saccharopine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	3	4	0.266263937888346	0.0839686975061734	0.431313943318368	0.00459248175949543	-0.365907147298797	0.911583834474606	37.6135803358673	0.00000133665284359054	0.840483146075872	0.687758982616714	0.918506457290279	0.32883238047696	0.098	0.526	0.00596146275308149	0.79	0.211351858029271	-0.092	0.479	0.171053731942426	0.88	0.402799436269392	0.525647041394174	0.00623670362400614	0.0113062224627407	0.206768247402933	0.971071157456726
HMDB0000943	Threonic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	3	4	0.162027236761277	0.0752362566284336	0.246381781556835	0.000275700843839979	-0.0334966097533371	0.360432388591971	8.31995260746689	0.215587276215757	0.278842045973292	0	0.688725670145598	0.145906558117999	0.025	0.262	0.0177206746592273	0.15	0.188206782996504	0.042	0.326	0.0118142567988997	0.49	0.198047206709907	0.656301723154553	0.000473860825349964	0.0286657972428677	0.0195423796673529	0.971071157456726
HMDB0000303	Tryptamine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.418626709882489	0.315305403054237	0.51213967800252	0.000000000000268517606631784	0.110702789360815	0.781348741130357	10.4229539684383	0.0641005693467444	0.520289544102329	0	0.808736171049622	0.405940294412478	0.168	0.599	0.00121519994609595	0.71	0.417176262456804	0.3	0.522	0.0000000000979556246967372	0.39	0.00815454441459024	0.928046820761112	0.0000000000022720720561151	0.00303799986523988	0.000000000897926559720091	0.989421412154653
HMDB0000763	5-Hydroxyindoleacetic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.183519505436696	0.0627216853579763	0.299017932153158	0.00305442087262781	-0.133754245458636	0.504999132381554	8.63612759157365	0.124488051420531	0.421036807645299	0	0.770792277101537	0.0908258635623122	-0.148	0.319	0.456774372633776	0.63	0.252584628993295	0.145	0.355	0.0000067514736710878	0	1.52838055354888	0.216355657573992	0.00428008020368228	0.495026413691777	0.0000247554034606553	0.971071157456726
HMDB0000719	L-Homoserine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.223172153047325	0.0952474340321601	0.343845448505913	0.000713341982214674	-0.155107597585772	0.609091721657768	11.4905272216165	0.0424764638937238	0.56485895698556	0	0.824693572649322	0.249720547798216	0.068	0.415	0.00748250587754804	0.61	0.167006711094954	-0.087	0.401	0.196429931088127	0.68	0.286537199167455	0.592448168019233	0.00113721185570455	0.013950434686954	0.231094036574268	0.971071157456726
